Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
QA8kPp,25-34 years old,1,At home,True,False,False,False,False,"Pour over, Espresso, Other",True,False,True,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Other,Flat white,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,1.0,4.0,4.0,"Jammy, fermented?",3.0,2.0,2.0,Dark chocolate,2.0,3.0,3.0,Nondescript. Nuts? Graham cracker?,1.0,5.0,5.0,Red berry (strawberry?),Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,"More than $1,000",Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
8dpbWO,25-34 years old,1,"At the office, At home, On the go, At a cafe",True,True,True,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,"Specialty coffee shop, Local cafe",False,True,False,True,False,False,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,5.0,2.0,5.0,4.0,Apple,4.0,2.0,2.0,Chocolate,3.0,3.0,2.0,,2.0,4.0,3.0,A lot of fruits,Coffee A,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, It makes me go to the bathroom, I need the ritual",True,False,True,True,False,,Yes,Yes,More than $20,More than $20,No,Less than $20,Yes,Female,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
0EjRey,25-34 years old,2,"On the go, At home",True,False,True,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,Specialty coffee shop,False,False,False,True,False,False,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Whole milk, Half and half",True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Full caffeine,5.0,1.0,4.0,3.0,"Sour, fruit",2.0,2.0,5.0,Nutty,3.0,2.0,5.0,"Balanced, woody, cedar?",5.0,4.0,1.0,"Hate, motor oil, unripe fruit",Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$4-$6,$6-$8,No,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
NA41kO,25-34 years old,1,At home,True,False,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,5.0,Medium Body,3.0,3.0,3.0,Medium Body,4.0,2.0,1.0,Lightest body,1.0,4.0,3.0,,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
rlrZZR,>65 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,5.0,4.0,"Berries, balanced, sweet",2.0,3.0,5.0,"Chocolate, smoke, balanced",3.0,3.0,4.0,Tobacco,4.0,5.0,2.0,"Cider, wine, licorice",Coffee B,Coffee A,Coffee B,,,It tastes good,True,False,False,False,False,,Yes,Yes,$4-$6,$8-$10,Yes,$500-$1000,Yes,Male,,Bachelor's degree,,,Retired,,
MAdx5M,18-24 years old,1,"At home, At a cafe, At the office",True,True,False,True,False,"Espresso, Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",True,False,True,False,True,False,False,False,False,False,,,,,,,,,,Mocha,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Half caff,8.0,1.0,2.0,3.0,,2.0,1.0,5.0,,1.0,1.0,4.0,,2.0,3.0,2.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"I need the ritual, I need the caffeine, It tastes good",True,True,True,False,False,,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
QAxe0G,25-34 years old,1,At home,True,False,False,False,False,"French press, Coffee brewing machine (e.g. Mr. Coffee)",False,True,False,True,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Half caff,3.0,4.0,1.0,3.0,,4.0,3.0,4.0,,3.0,4.0,2.0,,2.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,True,False,False,False,False,,Yes,No,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,No affiliation
xdN57r,35-44 years old,1,"At home, At the office",True,True,False,False,False,"Espresso, Pour over, Bean-to-cup machine, French press",True,True,True,False,False,False,True,False,False,False,,,,,,,,,,Espresso,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Raw Sugar (Turbinado), Granulated Sugar",True,False,False,False,False,False,False,True,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7.0,1.0,4.0,2.0,,3.0,2.0,4.0,,3.0,2.0,3.0,,3.0,4.0,3.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,<$20,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$4-$6,Yes,$100-$300,Yes,Male,,Some college or associate's degree,Black/African American,,Employed full-time,,Independent
ylq8zx,25-34 years old,1,At home,True,False,False,False,False,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Cold brew",False,False,True,False,True,True,False,True,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",False,True,False,True,False,,"Whole milk, Skim milk",True,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,4.0,3.0,2.0,,3.0,3.0,3.0,,2.0,1.0,5.0,,3.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation
42N0dB,35-44 years old,3,"At the office, At a cafe",False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Flavored coffee creamer,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Medium,Medium,Full caffeine,3.0,1.0,4.0,3.0,"Started funky almost fermented, light but very acidic

I would make cold brew with this",3.0,1.0,4.0,"""this takes like coffee""

Just very much a good coffee, brown, very pleasant ",2.0,3.0,3.0,"Light fruity, great finish",4.0,5.0,1.0,"Sour, tasted very different from the others",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,No,$6-$8,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Democrat
PABJvP,25-34 years old,2,At home,True,False,False,False,False,"Espresso, French press",False,True,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,8.0,2.0,4.0,3.0,,4.0,3.0,2.0,,4.0,2.0,4.0,,1.0,5.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$4-$6,$2-$4,No,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
eBxWZx,35-44 years old,3,"At home, At a cafe",True,False,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,3.0,4.0,fruity / winey,2.0,2.0,2.0,nutty woody,5.0,1.0,1.0,black tea full body,2.0,5.0,5.0,berry bright,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
xd9x9d,18-24 years old,1,"At home, At a cafe, At the office",True,True,False,True,False,"Pour over, French press",True,True,False,False,False,False,False,False,False,False,,,,,,,,,,Cold brew,,"No - just black, Flavor syrup",True,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,8.0,4.0,5.0,4.0,fruity,5.0,1.0,5.0,creamy soft chocolate earthy,2.0,1.0,3.0,didnt really taste much,4.0,5.0,1.0,did not like this at all raspberry bitter fruit,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,
EP8d7o,18-24 years old,1,"On the go, At home",True,False,True,False,False,Bean-to-cup machine,False,False,False,False,False,False,True,False,False,False,,"Local cafe, National chain (e.g. Starbucks, Dunkin)",True,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat light,Medium,Full caffeine,3.0,3.0,3.0,5.0,"Very light, fruity at the start but quickly settles to buttery",5.0,1.0,2.0,"Bitter out the gates, but settles quickly with little aftertaste ",2.0,2.0,3.0,"Middling when it comes to mouth feel, taste was good but uninteresting to me.",1.0,5.0,4.0,"very very acidic, made me shiver!
thinnest coffee of the group ",Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,No,$15-$20,$8-$10,No,"More than $1,000",Yes,Other (please specify),Transgender Female ,High school graduate,White/Caucasian,,Student,,Democrat
GrYz2j,35-44 years old,2,"At home, At a cafe",True,False,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Very strong,Light,Full caffeine,7.0,2.0,5.0,5.0,"Apple, stone fruit, winey",3.0,2.0,4.0,"Dark chocolate, smoky",4.0,2.0,3.0,"Rich, milk chocolate, black tea like",3.0,4.0,5.0,"Complex, blueberry, honey",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
1r2Q0M,45-54 years old,2,At home,True,False,False,False,False,"Pour over, French press, Other",True,True,False,False,False,False,False,False,False,True,Aeropress ,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Medium,Full caffeine,3.0,2.0,4.0,3.0,"Mild caramel
Earthy
Savory",3.0,2.0,3.0,Mild neutral coffee flavor,3.0,3.0,2.0,Mild,2.0,2.0,5.0,"Berry scent
Grassy taste",Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, It makes me go to the bathroom, I need the caffeine",True,True,False,True,False,,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
rl2Djp,35-44 years old,More than 4,"At home, On the go",True,False,True,False,False,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee, Cold brew",True,True,True,True,True,True,False,True,False,False,,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru",True,True,True,True,False,False,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,2.0,"bright, hay, straw, fruity, light, clear, tea",3.0,2.0,4.0,"chocolate, stale, bland, balanced",3.0,3.0,4.0,"balanced, smooth, heavy, full bodied",1.0,4.0,1.0,"grass, bright, fruit, weak, adventurous",Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent
oAVry1,25-34 years old,1,At home,True,False,False,False,False,"Other, Cold brew, Espresso",False,False,True,False,False,False,False,True,False,True,"Black Blood of the Earth, served on the rocks",,,,,,,,,Cold brew,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Very strong,Medium,Full caffeine,7.0,1.0,4.0,2.0,"Acidic and flat, not balanced",3.0,2.0,4.0,"Very well balanced, no unpleasant notes, hard to pull out strong flavors",5.0,3.0,1.0,"Too bitter and earthy, better balance but too intense for me",2.0,3.0,5.0,"Easy to drink while still complex, chocolatey body",Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,"I need the caffeine, I need the ritual",False,True,True,False,False,,No,Yes,$8-$10,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
pLPNQJ,35-44 years old,1,"At home, On the go",True,False,True,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,5.0,Caramel,4.0,2.0,4.0,,2.0,2.0,3.0,Mild,4.0,5.0,1.0,Sour,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,2,No affiliation
BGbWMA,25-34 years old,2,"At home, At the office",True,True,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Floral,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,5.0,"Raspberry, Rye Bread",3.0,2.0,3.0,"Woodsmoke, Chocolate, Pecan",4.0,3.0,2.0,"Paper, Dried Herbs, Red Wine",2.0,4.0,4.0,"Blueberry, Apricot ",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$10-$15,$6-$8,Yes,$300-$500,No,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
jBEq21,35-44 years old,2,At home,True,False,False,False,False,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",False,False,True,True,False,False,False,False,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,5.0,"Best smelling coffee, berry sweetness, cocoa, full/round",4.0,3.0,4.0,"Smoky, toasted nutty, delicate mouthfeel",4.0,3.0,3.0,"Tart cherry; kind of an oily, mechanic shop taste, but in a good way",2.0,4.0,1.0,Not a fan; lemon/citrusy flavor,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
oAKaVP,55-64 years old,4,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,4.0,3.0,4.0,3.0,,4.0,3.0,2.0,,3.0,3.0,4.0,,3.0,3.0,4.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,<$20,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$4-$6,$6-$8,Yes,$50-$100,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed part-time,2,Democrat
aBjMgv,18-24 years old,1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,3.0,3.0,Punchy flavor on first sip. It falls apart a little as it cools down. It's almost a little too sharp.,3.0,2.0,4.0,"Very balanced, simple and casual coffee to drink. Its only downfall might be that it's a little too basic and lacks more fun flavors or complexity like the other coffees. This nails the fundamentals of what makes a good coffee good but won't win any contests because it's not experimental. ",2.0,3.0,5.0,Feels like a more balanced version of Coffee A. The flavor isn't as punchy on the sip like coffee A and that's a good thing. The flavor builds after the sip and the aftertaste is quite pleasant. it holds up well to its taste as it cools too. ,2.0,5.0,1.0,This coffee is frankly rancid. It tastes like it's rotten and quite unpleasant to drink,Coffee B,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,No,$4-$6,$6-$8,No,$100-$300,Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
lNlXyB,45-54 years old,1,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Fruity,Medium,Medium,Full caffeine,5.0,1.0,4.0,5.0,"Caramel aftertaste, seemed *much* more acidic tasting in reverse order.  A lighter version of the Black and White. I would probably choose this as my everyday coffee. The caramel taste was much more pronounced once I added my typical half and half and turbinado.",3.0,3.0,4.0,"Thick mouthfeel, complex, licorice (?), blander tasting in reverse order.  Will recommend this one to a co-worker who has been looking for a darkish, heavier coffee.  It seems really well balanced.",3.0,2.0,2.0,"Nuts (?), sweeter tasting in reverse order, I wouldn't turn it down - it's a decent coffee - but I wouldn't say there's anything special about it.",2.0,5.0,4.0,"Thickish mouthfeel, orange (?), earthy tasting, a heavier version of Klatch. I would probably choose this as an occasional coffee to swap out the Klatch when I needed more ""wake up power"" in the morning.  Takes my normal half and half with turbinado well without being overwhelmed but doesn't really change the taste.",Coffee A,Coffee A,Coffee C,I primarily work in person,$20-$40,"I need the ritual, I need the caffeine, It tastes good, Other",True,True,True,False,True,"Comforting, warmth",Yes,Yes,$6-$8,$8-$10,Yes,$50-$100,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
rlrxo5,25-34 years old,2,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Nice African coffee, tangy and acidic with a nice finish. Lemon and tangerine tasting notes",3.0,3.0,2.0,"Mild but would be nice to have stronger. Graham cracker, honey, chocolate",2.0,2.0,3.0,Very smooth at first with a heavy caramel finish. Butterscotch and nutty flavors as well.,3.0,1.0,5.0,Very nice coffee for any time of day. Dark currant and berry with milk chocolate.,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
5dqAKb,25-34 years old,1,"At home, At the office",True,True,False,False,False,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Medium,Medium,Full caffeine,3.0,3.0,3.0,3.0,"I thought this one was some sort of sweet, but not a citrus acidic ""sweet"". I thought of cherries.",3.0,2.0,2.0,Seemed to get less bitter and significantly less what I thought was acidic as it cooled. I noted earthy taste.,3.0,4.0,2.0,"Originally I thought middle of the road acidity level, but I increased my rating as it cooled. I struggled to come up with any notes on this one.",2.0,5.0,5.0,"Had a bit of a sour feel on my tongue. Tasted smooth, flavorful and interesting. I think it was the most unique which caught my attention.",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the caffeine, It makes me go to the bathroom, It tastes good",True,True,False,True,False,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
RzZdlK,45-54 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,4.0,3.0,"light syrup mouthfeel, pear, concord grape, sweet",4.0,3.0,2.0,"very bitter at start, but settled in when lukewarm, dates, nuts, caramel, complex toasted rollercoaster but muted",4.0,2.0,2.0,"caramel, bitter at first taste when hot, mellowed out when cooled",2.0,4.0,5.0,"Fruity with blueberry notes, smooth silky mouthfeel with a lingering sweet finish (likely anaerobic fermented flavor enhancing the burst of flavor) ",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,,,
0EjWPy,25-34 years old,1,At home,True,False,False,False,False,"French press, Coffee brewing machine (e.g. Mr. Coffee)",False,True,False,True,False,False,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Decaf,6.0,3.0,5.0,3.0,"changed the most as it cooled, becoming more clearly fruity and acidic over time. tasting notes: lemon water, orange pith. had a smooth mouthfeel.",3.0,2.0,4.0,"balanced. blackberry, bread, apple juice. light mouthfeel.",4.0,1.0,5.0,"nutty, specifically walnut. rich, with a full body.",2.0,4.0,3.0,"blueberry pancakes, burnt sugar with an arresting, juicy tartness. medium body.",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$15-$20,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
