Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
EPbpKr,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,4.0,4.0,Light and calm,3.0,3.0,3.0,Nutty,4.0,2.0,2.0,Nutty as well more bitter,2.0,4.0,5.0,Sweet,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$20-$50,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,Independent
lNlkBN,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Half caff,3.0,3.0,4.0,1.0,,4.0,2.0,3.0,,2.0,4.0,2.0,,3.0,3.0,3.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$4-$6,$2-$4,No,$20-$50,No,Female,,Master's degree,White/Caucasian,,Employed full-time,2,Republican
VZ1OEj,35-44 years old,2,"At a cafe, At home, On the go",True,False,True,True,False,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",True,True,True,True,False,False,False,False,False,False,,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru",True,True,True,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Medium,Full caffeine,8.0,1.0,5.0,4.0,"apricot, stone fruit, raspberry, blackberry, caramel, butterscotch, light body, acidity increased on cooldown",3.0,2.0,2.0,Bitterness decreased on cooldown,2.0,3.0,2.0,Acidity increased on cooldown,1.0,5.0,5.0,"Juicy, super fruity, strawberry, blueberry, apple, light/medium body, very nice acidity and fruit forward from start to finish",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Retired,,No affiliation
DV0q8R,25-34 years old,1,"At home, On the go",True,False,True,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Other",True,False,False,False,False,True,Online ordering,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Whole milk, Half and half",True,False,True,False,False,False,False,False,False,"Raw Sugar (Turbinado), Honey",False,False,True,False,False,False,False,True,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,3.0,4.0,2.0,3.0,"Felt a bit bitter but not what overwhelming, was more notable as it cooled down, but started to like it a bit less the more I tried it",3.0,2.0,4.0," Was my favorite for most of the test and went down the smoothest, a bit more kick than I was expecting as it cooled",3.0,3.0,4.0,"I started off disliking this almost as much as D, but it started to feel more preferred as I compared it in different orders and had the best aftertaste",1.0,5.0,1.0,"I'm not drinking this again, way way too flavorful in a way I did not enjoy, reminded me of some fruit based drinks or wine in a bad way, my reaction grew to where I stopped taste testing it near the end",Coffee B,Coffee A,Coffee C,I primarily work from home,<$20,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,No,$2-$4,$4-$6,No,$50-$100,Yes,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
GrozzO,18-24 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Blended drink (e.g. Frappuccino),,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,Stevia,False,False,False,False,True,False,False,False,,,,,,,,,Full Bodied,Somewhat strong,Medium,Decaf,4.0,1.0,3.0,1.0,Baked Beans,2.0,1.0,4.0,Cacao,4.0,1.0,3.0,Almond,1.0,4.0,1.0,Elderberry,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,It tastes good,True,False,False,False,False,,Yes,No,$4-$6,$4-$6,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
VZ16Wy,25-34 years old,Less than 1,"At home, On the go, At a cafe",True,False,True,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Drive-thru",True,True,True,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",False,True,False,True,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Somewhat light,Medium,Decaf,3.0,2.0,4.0,4.0,,4.0,1.0,2.0,,2.0,3.0,5.0,,3.0,2.0,3.0,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$8-$10,$8-$10,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,Democrat
24xGy9,35-44 years old,1,"At home, On the go",True,False,True,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,Specialty coffee shop,False,False,False,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other",False,True,True,False,True,Salt,Whole milk,True,False,False,False,False,False,False,False,False,Maple Syrup,False,False,False,True,False,False,False,False,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,2.0,1.0,5.0,"Chocolate, caramel",2.0,1.0,2.0,"Smoky, tobacco",3.0,1.0,1.0,Tobacco,1.0,4.0,3.0,Fruit and cherry,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,2,Independent
bl2BVe,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Light,Full caffeine,2.0,4.0,4.0,1.0,,2.0,2.0,5.0,,3.0,4.0,2.0,,3.0,3.0,3.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"I need the ritual, It tastes good, I need the caffeine",True,True,True,False,False,,Yes,No,$6-$8,$8-$10,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
kYRBDj,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Very strong,Medium,Full caffeine,3.0,1.0,4.0,3.0,Dogwood ,1.0,2.0,4.0,Flowers ,1.0,3.0,3.0,,1.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the ritual, It makes me go to the bathroom",True,False,True,True,False,,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,,Master's degree,White/Caucasian,,Employed part-time,1,No affiliation
VZ16Zy,25-34 years old,1,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,7.0,1.0,5.0,5.0,"Lime, warhead candy, caramel, light body",3.0,2.0,3.0,"Heavier body than A, chocolate, graham cracker",4.0,1.0,2.0,"Medium to heavy body, tobacco",1.0,4.0,5.0,"Light body, strawberry",Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
RzByqd,25-34 years old,2,At home,True,False,False,False,False,"Pour over, French press, Other",True,True,False,False,False,False,False,False,False,True,aeropress,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,4.0,,4.0,2.0,2.0,,5.0,1.0,3.0,,1.0,3.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
VZ9WWj,25-34 years old,2,"At home, At the office, On the go",True,True,True,False,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",True,True,False,True,False,False,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",True,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Granulated Sugar, Raw Sugar (Turbinado)",True,False,False,False,False,False,False,True,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,1.0,3.0,4.0,mellow and easy to drink,2.0,1.0,2.0,"couldnt taste a lot of flavor, bland",3.0,1.0,5.0,good overall flavor,2.0,4.0,3.0,a lot of flavors. a good coffee for food pairings,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
bl2klo,35-44 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Very strong,Light,Full caffeine,7.0,3.0,4.0,4.0,,5.0,1.0,1.0,,3.0,2.0,2.0,,3.0,4.0,5.0,"Most unique flavor, by far. Loved the complexity. Very smooth, thick texture. Very pleasant.",Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
ylelyX,18-24 years old,1,"On the go, At home, At a cafe",True,False,True,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Medium,Full caffeine,4.0,2.0,5.0,4.0,"Whole milke texture almost, mellow after feel, good body",2.0,5.0,3.0,"Skim texture, Darker, Medium",2.0,2.0,4.0,"Skim texture, Darker, chocolate notes",1.0,3.0,5.0,"Almost like a whole milk texture, lighter, very high clarity, caramel notes",Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
vNx5gl,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,3.0,3.0,2.0,Earthy,3.0,1.0,3.0,,3.0,4.0,3.0,,2.0,4.0,5.0,"Fruity, similar to high acid chocolate",Coffee C,Coffee D,Coffee A,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
9d6NaY,55-64 years old,3,"At home, At the office, At a cafe",True,True,False,True,False,"Pour over, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",True,False,True,True,False,False,False,True,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Medium,Full caffeine,8.0,2.0,4.0,2.0,"Toasty at first, after cooled mapley ",3.0,3.0,1.0,"Flat tasting, finished muddy as it cooled did not like",3.0,4.0,4.0,Very tasty,2.0,4.0,5.0,Tasted like berries ,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,
KMPpk8,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Cortado,,Other,False,False,False,False,True,Don't drink coffee only espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,2.0,2.0,2.0,1.0,,4.0,2.0,3.0,,3.0,2.0,2.0,,2.0,4.0,2.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,Other,False,False,False,False,True,Vibes,No,No,$2-$4,$4-$6,No,Less than $20,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
rlrxo5,25-34 years old,2,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Nice African coffee, tangy and acidic with a nice finish. Lemon and tangerine tasting notes",3.0,3.0,2.0,"Mild but would be nice to have stronger. Graham cracker, honey, chocolate",2.0,2.0,3.0,Very smooth at first with a heavy caramel finish. Butterscotch and nutty flavors as well.,3.0,1.0,5.0,Very nice coffee for any time of day. Dark currant and berry with milk chocolate.,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation
24O8PA,18-24 years old,3,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,1.0,5.0,4.0,"Lemon, freeze dried raspberry, a hint of dark chocolate with cranberry chunks. Fresh squeezed lemon juice with a touch of pith, but overall pleasant. This is juicy and clean, right up my wheelhouse. ",3.0,1.0,2.0,"Thin, dry paper, unremarkable and not all that pleasant, but not unpleasant. If I had to guess, this is barely specialty, 80 scoring Brazilian that’s medium roasted. Similar to the low end from the Ghost Cupping Club. The more it cools the worst it tastes, but not commodity dark roast bad. ",3.0,1.0,1.0,"1, easily a 1. On re-taste. There’s a drying paper quality as it cools that comes in the finish with an unpleasant bitterness. Not commodity dark roast, still specialty but not great. 
",2.0,3.0,3.0,"A bit confusing, but there’s some stewed fruits and baking spices. ",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
